Date,Open,High,Low,Close,Volume,Adj Close
10-09-2007,181.86,182.64,177.55,181.8,9501300,171.04
07-09-2007,181.75,183.41,180.26,182.93,7106000,172.1
06-09-2007,184.89,185.6,182.6,184.14,8858700,173.24
05-09-2007,182.2,183.95,180.91,183.18,7781800,172.33
04-09-2007,178.44,185.19,178.23,183.55,8749100,172.67
31-08-2007,178.05,180.45,177.72,178.71,6076900,168.12
30-08-2007,174.69,176.53,174.17,175.4,4933400,164.97
29-08-2007,171.88,177.25,171.34,176.23,7325500,165.75
28-08-2007,172.5,172.95,169.69,170.39,6623000,160.21
27-08-2007,174.83,175,171.97,173.24,5337900,162.89
24-08-2007,172.35,176,172.35,175.6,6701300,165.11
23-08-2007,169.65,172.5,169.2,172,6797600,161.72
22-08-2007,163,169.61,163,168.72,8845000,158.64
21-08-2007,166.86,168.93,164.79,165.6,9042700,155.71
20-08-2007,165.65,169.1,163.48,167.99,11640300,157.95
17-08-2007,165.98,168.75,163.34,166.2,11841800,156.27
16-08-2007,161.73,162.9,155.01,161.35,19822900,151.71
15-08-2007,169.55,171.3,164,164.55,12879300,154.72
14-08-2007,172.95,174.2,169,169,10276000,158.9
13-08-2007,174.6,176.19,171.7,172.01,8031000,161.73
10-08-2007,167.99,173.4,166.17,171.87,10243400,161.6
09-08-2007,170.4,175.18,167.15,170.68,11039400,160.48
08-08-2007,171,176.53,170.5,174.48,14118600,164.05
07-08-2007,165.1,172.08,164.51,170.54,11900900,160.34
06-08-2007,166.34,166.7,161.74,166.7,15049900,156.73
03-08-2007,172.11,175.15,166.54,166.75,11922300,156.78
02-08-2007,175.81,179.25,170.99,172.95,14765300,162.61
01-08-2007,177.03,180.33,171.36,175.5,16393100,164.98
31-07-2007,180.35,182.86,177.49,177.7,10513000,167.04
30-07-2007,179.48,180.11,174.53,179.12,11432000,168.37
27-07-2007,183.78,184.51,177.74,178.34,11847100,167.64
26-07-2007,185.5,185.84,178.45,182.68,11149500,171.72
25-07-2007,185.78,187.39,181.2,187.01,9876800,175.79
24-07-2007,186.59,187.77,183.57,184.25,11639000,173.19
23-07-2007,190.26,191.11,187.48,188.52,13810100,177.21
20-07-2007,185,185.13,182.13,184.48,14246100,173.41
19-07-2007,181.5,183.25,180.19,183.22,10193900,172.23
18-07-2007,176.23,179.57,175.46,179.1,10727300,168.35
17-07-2007,178.8,179.96,175.88,176.6,10385200,166
16-07-2007,179.75,180,176.36,177.69,7526800,167.03
13-07-2007,178.9,180.68,178.21,179.88,6728100,169.09
12-07-2007,179.29,181.16,178.33,180.6,9734700,169.76
11-07-2007,177.94,178.71,176.23,177.8,8183000,167.13
10-07-2007,180.01,181.64,178.83,179.67,6254900,168.89
09-07-2007,181.26,182.32,180,181.05,5692000,170.19
06-07-2007,180.7,181.92,179.8,181.1,5528900,170.23
05-07-2007,179.91,181.18,176.66,179.12,7071900,168.37
03-07-2007,179,179.54,178.08,179.14,2590000,168.39
02-07-2007,174,178.27,174,178.27,7393800,167.57
29-06-2007,175.39,177.27,173.79,174.73,7100700,164.24
28-06-2007,177.65,178.61,173.35,174.3,9735800,163.84
27-06-2007,172.5,177.01,170.8,176.76,12482700,166.15
26-06-2007,176.98,177,173.05,173.76,10843400,163.29
25-06-2007,178.66,179.72,175.75,176.6,10399900,165.96
22-06-2007,179.42,180.72,177.15,180.2,10983200,169.34
21-06-2007,176.97,179.78,175.19,179.35,11129100,168.54
20-06-2007,179,180.24,174.82,175.32,11814600,164.76
19-06-2007,177.78,180.93,176.85,179.5,7851900,168.68
18-06-2007,177.88,179.04,176.28,178.4,6701800,167.65
15-06-2007,176.9,178.22,175.54,177.65,7123300,166.95
14-06-2007,172.55,175.83,172.55,175.35,9392700,164.78
13-06-2007,167.89,172.75,167.89,171.75,9709700,161.4
12-06-2007,169.01,169.8,166.75,167.15,8771500,157.05
11-06-2007,167.76,171.15,166.93,169.9,6392500,159.63
08-06-2007,166.35,167.75,165.06,167.37,10389500,157.26
07-06-2007,169.95,171.74,166.9,167.16,12777700,157.06
06-06-2007,172.65,172.67,169.93,170.59,9330800,160.27
05-06-2007,173.54,174.34,171.76,173.4,8353600,162.91
04-06-2007,169.15,174.71,168.77,174.2,8351400,163.66
01-06-2007,169.91,171.05,169.19,169.83,4579300,159.52
31-05-2007,170.75,172.4,168.45,169.24,10520100,158.97
30-05-2007,165.73,170.69,165.26,170.44,9190600,160.09
29-05-2007,167.1,168.14,165.54,166.62,8202300,156.47
25-05-2007,167.3,168.31,166.41,168.1,6203700,157.86
24-05-2007,169.6,171.56,164.73,165.53,16741300,155.45
23-05-2007,168.75,171.97,168,169.79,12165900,159.45
22-05-2007,170.71,171.95,168.03,168.45,10687100,158.19
21-05-2007,170.26,173.15,168.87,171.1,25488400,160.68
18-05-2007,167.91,170.14,167.37,169.98,10751700,159.62
17-05-2007,163.75,168.24,162.54,167.3,13076900,157.1
16-05-2007,162.6,163.58,160.09,163.38,11300000,153.42
